,size,total_sqft,bath,price,location,bhk,price_per_sqft
8553,2 Bedroom,600.0,2.0,36.5,Salunke Vihar,2,60.833333333333336
8554,3 BHK,2357.0,3.0,151.0,Salunke Vihar,3,64.06448875689436
8555,3 BHK,1229.0,3.0,86.03,Salunke Vihar,3,70.0
8557,2 BHK,1100.0,2.0,70.0,Salunke Vihar,2,63.63636363636363
8558,3 BHK,1690.0,3.0,100.0,Salunke Vihar,3,59.171597633136095
8559,2 BHK,1332.0,2.0,79.0,Salunke Vihar,2,59.309309309309306
8560,3 BHK,1332.0,2.0,86.12,Salunke Vihar,3,64.65465465465465
8565,3 BHK,2113.0,3.0,155.0,Salunke Vihar,3,73.35541883577851
8569,2 BHK,975.0,2.0,63.0,Salunke Vihar,2,64.61538461538461
8571,1 RK,435.0,1.0,19.5,Salunke Vihar,1,44.827586206896555
8579,2 BHK,1330.0,2.0,107.0,Salunke Vihar,2,80.45112781954887
8580,1 BHK,540.0,1.0,22.5,Salunke Vihar,1,41.666666666666664
8581,2 BHK,1194.0,2.0,65.0,Salunke Vihar,2,54.438860971524285
8583,2 BHK,1056.0,2.0,68.0,Salunke Vihar,2,64.39393939393939
8584,2 BHK,1602.0,2.0,104.0,Salunke Vihar,2,64.91885143570536
8585,3 BHK,1864.0,3.0,140.0,Salunke Vihar,3,75.10729613733906
8586,2 BHK,914.0,2.0,55.0,Salunke Vihar,2,60.17505470459518
8588,4 Bedroom,1310.0,3.0,95.0,Salunke Vihar,4,72.51908396946565
8589,2 BHK,1200.0,2.0,80.0,Salunke Vihar,2,66.66666666666667
8590,3 BHK,1698.0,3.0,107.0,Salunke Vihar,3,63.015312131919906
8593,3 BHK,1150.0,2.0,62.0,Salunke Vihar,3,53.91304347826087
8595,4 BHK,2470.0,4.0,203.0,Salunke Vihar,4,82.18623481781377
8596,4 Bedroom,5000.0,4.0,425.0,Salunke Vihar,4,85.0
8597,2 BHK,1128.0,2.0,64.0,Salunke Vihar,2,56.737588652482266
8599,3 BHK,1600.0,3.0,90.0,Salunke Vihar,3,56.25
8600,1 BHK,693.0,1.0,27.375,Salunke Vihar,1,39.502164502164504
8602,3 BHK,1504.0,2.0,83.0,Salunke Vihar,3,55.18617021276596
8604,3 BHK,1499.0,3.0,89.0,Salunke Vihar,3,59.37291527685123
8605,3 BHK,1740.0,3.0,120.0,Salunke Vihar,3,68.96551724137932
8608,2 BHK,1145.0,2.0,63.0,Salunke Vihar,2,55.02183406113537
8609,3 BHK,1935.0,4.0,122.0,Salunke Vihar,3,63.049095607235145
8610,3 BHK,1900.0,2.0,120.0,Salunke Vihar,3,63.1578947368421
8613,3 BHK,1856.0,3.0,106.0,Salunke Vihar,3,57.11206896551724
8615,3 BHK,1745.0,3.0,98.0,Salunke Vihar,3,56.16045845272206
8616,2 BHK,1100.0,2.0,68.0,Salunke Vihar,2,61.81818181818182
8619,3 BHK,1718.0,3.0,130.0,Salunke Vihar,3,75.66938300349243
8620,3 BHK,1930.0,4.0,122.0,Salunke Vihar,3,63.21243523316062
8621,2 BHK,1205.0,2.0,73.87,Salunke Vihar,2,61.302904564315355
8622,3 Bedroom,2826.0,3.0,148.0,Salunke Vihar,3,52.37084217975938
8626,3 BHK,1852.0,4.0,122.0,Salunke Vihar,3,65.87473002159827
8627,2 BHK,1232.0,2.0,69.61,Salunke Vihar,2,56.50162337662338
8629,3 BHK,1527.0,3.0,115.0,Salunke Vihar,3,75.31106745252129
8630,3 BHK,1080.0,2.0,60.0,Salunke Vihar,3,55.55555555555556
8632,3 Bedroom,1200.0,3.0,68.0,Salunke Vihar,3,56.666666666666664
8636,2 Bedroom,800.0,1.0,45.0,Salunke Vihar,2,56.25
8637,1 BHK,720.0,1.0,33.0,Salunke Vihar,1,45.833333333333336
8638,4 Bedroom,2400.0,3.0,140.0,Salunke Vihar,4,58.333333333333336
8639,1 BHK,654.0,1.0,49.0,Salunke Vihar,1,74.92354740061162
8640,2 BHK,925.0,2.0,68.0,Salunke Vihar,2,73.51351351351352
8642,3 BHK,2086.0,3.0,160.0,Salunke Vihar,3,76.70182166826463
8643,3 BHK,1508.0,3.0,77.0,Salunke Vihar,3,51.06100795755968
8644,2 BHK,1150.0,2.0,40.0,Sasson Road,2,34.78260869565217
8645,2 BHK,1152.0,2.0,64.5,Sasson Road,2,55.989583333333336
8646,2 BHK,700.0,1.0,26.0,Sasson Road,2,37.142857142857146
8647,2 BHK,1075.0,2.0,52.0,Sasson Road,2,48.372093023255815
8648,3 BHK,2450.0,3.0,120.0,Sasson Road,3,48.97959183673469
8649,2 BHK,950.0,2.0,40.0,Sasson Road,2,42.10526315789474
8651,2 BHK,1198.0,2.0,58.0,Sasson Road,2,48.41402337228715
8652,3 BHK,1799.0,3.0,90.0,Sasson Road,3,50.0277932184547
8653,2 BHK,1280.0,2.0,58.0,Sasson Road,2,45.3125
8654,3 BHK,1920.0,3.0,115.0,Sasson Road,3,59.895833333333336
8656,3 Bedroom,1200.0,3.0,85.0,Sasson Road,3,70.83333333333333
8657,3 BHK,1535.0,3.0,95.0,Sasson Road,3,61.88925081433225
8659,2 BHK,1219.0,2.0,48.0,Sasson Road,2,39.37653814602133
8661,3 BHK,1476.0,3.0,120.0,Sasson Road,3,81.30081300813008
8663,1 BHK,530.0,1.0,18.0,Sasson Road,1,33.9622641509434
8664,3 BHK,2200.0,3.0,180.0,Sasson Road,3,81.81818181818181
8665,2 BHK,1190.0,2.0,68.0,Sasson Road,2,57.142857142857146
8666,3 BHK,1075.0,2.0,90.0,Sasson Road,3,83.72093023255815
8668,2 BHK,1200.0,2.0,49.5,Sasson Road,2,41.25
8669,2 BHK,1027.0,2.0,43.0,Sasson Road,2,41.86952288218111
8670,2 BHK,1050.0,2.0,48.0,Sasson Road,2,45.714285714285715
8671,2 BHK,1100.0,2.0,70.0,Sasson Road,2,63.63636363636363
8672,2 BHK,735.0,2.0,35.0,Sasson Road,2,47.61904761904762
8673,2 BHK,1350.0,2.0,49.0,Sasson Road,2,36.2962962962963
8675,3 BHK,1255.0,2.0,79.0,Sasson Road,3,62.94820717131474
8676,2 BHK,900.0,2.0,60.0,Sasson Road,2,66.66666666666667
8677,2 BHK,1205.47,2.0,81.0,Sasson Road,2,67.19370867794304
8678,2 BHK,1080.0,2.0,55.0,Sasson Road,2,50.925925925925924
8679,2 BHK,963.0,2.0,40.0,Sasson Road,2,41.53686396677051
8680,2 BHK,1100.0,2.0,46.0,Sasson Road,2,41.81818181818182
8681,4 BHK,1200.0,6.0,70.0,Sasson Road,4,58.333333333333336
8682,3 BHK,1900.0,4.0,145.0,Sasson Road,3,76.3157894736842
8683,3 BHK,1436.0,3.0,70.0,Sasson Road,3,48.74651810584958
8684,2 BHK,1182.0,2.0,82.5,Sasson Road,2,69.79695431472081
8685,2 BHK,1250.0,2.0,39.0,Sasson Road,2,31.2
8686,2 BHK,1200.0,2.0,48.0,Sasson Road,2,40.0
8687,2 BHK,1096.0,2.0,48.0,Sasson Road,2,43.7956204379562
8688,1 BHK,755.0,1.0,42.41,Sasson Road,1,56.17218543046358
8689,4 BHK,2882.0,5.0,204.0,Sasson Road,4,70.78417765440666
8690,3 BHK,1590.0,3.0,120.0,Sasson Road,3,75.47169811320755
8692,2 Bedroom,1000.0,1.0,75.0,Sasson Road,2,75.0
8693,2 BHK,1205.0,2.0,40.0,Sasson Road,2,33.19502074688797
8694,4 BHK,1974.0,4.0,106.0,Sasson Road,4,53.69807497467072
8697,3 BHK,1645.0,3.0,100.0,Sasson Road,3,60.790273556231
8698,4 BHK,2790.0,5.0,204.0,Sasson Road,4,73.11827956989248
8699,2 BHK,1130.0,2.0,60.0,Sasson Road,2,53.097345132743364
8700,3 BHK,2127.0,3.0,135.0,Sasson Road,3,63.469675599435824
8702,2 Bedroom,1200.0,2.0,75.0,Sasson Road,2,62.5
8703,2 BHK,935.0,2.0,51.5,Sasson Road,2,55.080213903743314
8705,3 BHK,1660.0,2.0,116.0,Sasson Road,3,69.87951807228916
8706,1 BHK,638.0,1.0,32.0,Sasson Road,1,50.156739811912225
8707,2 BHK,1230.0,2.0,70.0,Sasson Road,2,56.91056910569106
8709,3 Bedroom,1500.0,4.0,99.0,Sasson Road,3,66.0
8710,3 BHK,1631.0,3.0,80.0,Sasson Road,3,49.049662783568365
8711,2 Bedroom,900.0,2.0,49.0,Sasson Road,2,54.44444444444444
8713,4 BHK,2990.0,4.0,240.0,Sasson Road,4,80.2675585284281
8714,2 BHK,1283.0,2.0,68.0,Sasson Road,2,53.00077942322681
8716,2 BHK,1200.0,2.0,57.9,Sasson Road,2,48.25
8717,2 BHK,1040.0,2.0,41.59,Sasson Road,2,39.99038461538461
8718,2 BHK,850.0,1.0,35.5,Sasson Road,2,41.76470588235294
8719,3 BHK,1991.0,3.0,104.0,Sasson Road,3,52.23505775991964
8720,3 BHK,1250.0,2.0,70.0,Sasson Road,3,56.0
8724,2 BHK,656.0,2.0,25.0,Sasson Road,2,38.109756097560975
8725,3 BHK,1450.0,3.0,75.0,Sasson Road,3,51.724137931034484
8728,2 BHK,877.0,2.0,29.0,Sasson Road,2,33.0672748004561
8730,2 BHK,1050.0,2.0,43.5,Sasson Road,2,41.42857142857143
8731,2 Bedroom,1000.0,2.0,42.0,Sasson Road,2,42.0
8732,2 BHK,1016.0,2.0,45.0,Sasson Road,2,44.29133858267716
8733,2 BHK,1040.0,2.0,36.84,Sasson Road,2,35.42307692307692
8734,2 BHK,849.0,2.0,25.4,Sasson Road,2,29.917550058892814
8735,2 BHK,1180.0,2.0,55.0,Sasson Road,2,46.610169491525426
8736,2 BHK,1185.0,2.0,42.0,Sasson Road,2,35.44303797468354
8737,2 BHK,1172.0,2.0,75.0,Sasson Road,2,63.99317406143345
8738,2 BHK,860.0,2.0,28.93,Sasson Road,2,33.63953488372093
8739,2 BHK,1190.0,2.0,59.9,Sasson Road,2,50.33613445378151
8740,2 BHK,825.0,2.0,35.0,Sasson Road,2,42.42424242424242
8741,3 BHK,1680.0,3.0,112.0,Sasson Road,3,66.66666666666667
8742,2 BHK,1020.0,2.0,70.0,Sasson Road,2,68.62745098039215
8743,2 BHK,1164.0,2.0,64.08,Sasson Road,2,55.05154639175258
8744,1 BHK,458.0,1.0,33.66,Sasson Road,1,73.4934497816594
8745,2 BHK,957.0,2.0,55.0,Sasson Road,2,57.47126436781609
8746,3 BHK,1850.0,3.0,150.0,Sasson Road,3,81.08108108108108
8748,2 BHK,1045.0,2.0,40.65,Sasson Road,2,38.899521531100476
8749,3 BHK,1704.0,3.0,94.36,Sasson Road,3,55.375586854460096
8750,1 BHK,410.0,1.0,15.0,Sasson Road,1,36.58536585365854
8751,2 BHK,985.0,2.0,45.0,Sasson Road,2,45.68527918781726
8752,2 BHK,970.0,2.0,52.5,Sasson Road,2,54.123711340206185
8753,3 BHK,1100.0,3.0,53.0,Sasson Road,3,48.18181818181818
8754,2 BHK,1185.0,2.0,43.5,Sasson Road,2,36.70886075949367
8755,2 BHK,1235.0,2.0,44.5,Sasson Road,2,36.03238866396761
8757,7 Bedroom,3200.0,7.0,150.0,Sasson Road,7,46.875
8759,3 BHK,1573.0,3.0,115.0,Sasson Road,3,73.10870947234584
8760,3 BHK,2087.01,4.0,160.0,Sasson Road,3,76.66470213367448
8761,3 BHK,1435.0,2.0,115.0,Sasson Road,3,80.13937282229965
8762,2 BHK,1000.0,2.0,50.0,Sasson Road,2,50.0
8763,2 BHK,1165.0,2.0,51.42,Sasson Road,2,44.137339055793994
8764,3 Bedroom,1650.0,2.0,130.0,Sasson Road,3,78.78787878787878
8766,3 BHK,2395.0,4.0,150.0,Sasson Road,3,62.63048016701461
8767,3 BHK,2511.0,3.0,205.0,Satara Road,3,81.64078056551175
8769,3 BHK,1804.0,3.0,120.0,Satara Road,3,66.51884700665188
8771,1 BHK,525.0,1.0,27.25,Satara Road,1,51.904761904761905
8772,2 BHK,1210.0,2.0,58.0,Satara Road,2,47.93388429752066
8773,4 Bedroom,1200.0,3.0,95.0,Satara Road,4,79.16666666666667
8774,4 Bedroom,4348.5,2.0,304.0,Satara Road,4,69.90916407956767
8777,2 BHK,856.0,2.0,40.0,Satara Road,2,46.728971962616825
8778,4 Bedroom,2000.0,4.0,120.0,Satara Road,4,60.0
8780,3 BHK,1610.0,2.0,111.0,Satara Road,3,68.94409937888199
8781,3 BHK,1564.0,2.0,92.0,Satara Road,3,58.8235294117647
8782,3 BHK,1750.0,3.0,84.0,Satara Road,3,48.0
8783,2 BHK,1070.0,2.0,55.0,Satara Road,2,51.401869158878505
8784,3 BHK,1743.0,3.0,85.0,Satara Road,3,48.76649454962708
8785,3 BHK,1550.0,3.0,110.0,Satara Road,3,70.96774193548387
8786,1 BHK,950.0,1.0,50.0,Satara Road,1,52.63157894736842
8788,2 BHK,1139.0,2.0,56.85,Satara Road,2,49.91220368744513
8790,3 BHK,1370.0,2.0,75.0,Satara Road,3,54.74452554744526
8793,2 BHK,1365.0,2.0,73.0,Satara Road,2,53.47985347985348
8794,3 BHK,1570.0,3.0,105.0,Satara Road,3,66.87898089171975
8798,3 BHK,1500.0,3.0,100.0,Satara Road,3,66.66666666666667
8799,3 BHK,1530.0,2.0,97.0,Satara Road,3,63.39869281045752
8800,1 BHK,669.0,1.0,36.85,Satara Road,1,55.08221225710015
8801,3 BHK,1645.0,3.0,117.0,Satara Road,3,71.12462006079028
8802,3 BHK,2320.0,3.0,170.0,Satara Road,3,73.27586206896552
8804,2 BHK,1342.0,2.0,115.0,Satara Road,2,85.69299552906111
8805,3 BHK,1254.0,2.0,70.0,Satara Road,3,55.8213716108453
8807,2 BHK,1341.0,2.0,75.76,Satara Road,2,56.495152870991795
8808,3 BHK,1360.0,2.0,85.0,Satara Road,3,62.5
8809,2 Bedroom,1006.0,2.0,57.0,Satara Road,2,56.66003976143141
8810,2 BHK,870.0,2.0,65.0,Satara Road,2,74.71264367816092
8811,4 BHK,2010.0,3.0,125.0,Satara Road,4,62.18905472636816
8812,2 BHK,1200.0,2.0,60.0,Satara Road,2,50.0
8813,2 BHK,1000.0,2.0,53.0,Satara Road,2,53.0
8814,7 Bedroom,2800.0,7.0,250.0,Satara Road,7,89.28571428571429
8816,3 BHK,2197.0,3.0,136.0,Satara Road,3,61.90259444697315
8817,3 BHK,1650.0,3.0,101.0,Satara Road,3,61.21212121212121
8818,3 BHK,1549.0,3.0,80.0,Satara Road,3,51.64622336991607
8819,3 BHK,1350.0,2.0,75.0,Satara Road,3,55.55555555555556
8822,1 BHK,525.0,1.0,27.5,Satara Road,1,52.38095238095238
8823,3 Bedroom,1830.0,3.0,88.0,Satara Road,3,48.08743169398907
8825,2 BHK,1035.0,2.0,49.0,Satara Road,2,47.34299516908212
8830,3 BHK,1779.0,3.0,90.0,Satara Road,3,50.5902192242833
8831,3 BHK,1645.0,3.0,117.0,Satara Road,3,71.12462006079028
8833,1 BHK,775.0,1.0,39.0,Satara Road,1,50.32258064516129
8834,2 BHK,940.0,2.0,56.0,Satara Road,2,59.57446808510638
8835,1 BHK,400.0,1.0,11.5,Satara Road,1,28.75
8836,2 BHK,957.0,2.0,54.5,Satara Road,2,56.94879832810867
8837,2 BHK,770.0,1.0,70.0,Satara Road,2,90.9090909090909
8838,2 BHK,1170.0,2.0,59.0,Satara Road,2,50.427350427350426
8842,1 BHK,400.0,1.0,11.5,Satara Road,1,28.75
8843,3 BHK,1816.0,3.0,119.0,Satara Road,3,65.52863436123349
8844,2 BHK,1290.0,2.0,85.0,Satara Road,2,65.89147286821705
8845,3 Bedroom,1555.0,3.0,100.0,Satara Road,3,64.30868167202573
8846,3 BHK,1441.0,2.0,95.0,Satara Road,3,65.9264399722415
8850,2 BHK,1007.0,2.0,64.0,Satara Road,2,63.55511420059583
8851,2 BHK,1128.0,2.0,65.45,Satara Road,2,58.023049645390074
8852,4 BHK,4025.0,6.0,350.0,Satara Road,4,86.95652173913044
8853,2 Bedroom,1500.0,2.0,90.0,Satara Road,2,60.0
8854,3 BHK,1310.0,2.0,70.0,Satara Road,3,53.43511450381679
8855,2 BHK,1410.0,2.0,73.0,Satara Road,2,51.773049645390074
8857,2 BHK,890.0,2.0,45.0,Satara Road,2,50.561797752808985
8859,4 BHK,3535.0,4.0,215.0,Satara Road,4,60.82036775106082
8860,3 BHK,1275.0,2.0,88.0,Satara Road,3,69.01960784313725
8861,3 BHK,1573.0,3.0,90.0,Satara Road,3,57.21551176096631
8863,6 BHK,5100.0,7.0,225.0,Satara Road,6,44.11764705882353
8866,3 BHK,2145.0,3.0,170.0,Satara Road,3,79.25407925407926
8868,1 BHK,793.0,1.0,40.0,Satara Road,1,50.441361916771754
8869,4 BHK,2375.0,4.0,189.0,Satara Road,4,79.57894736842105
8871,2 BHK,1026.0,2.0,60.8,Satara Road,2,59.25925925925926
8872,3 Bedroom,5656.0,5.0,499.0,Satara Road,3,88.22489391796323
8876,3 BHK,1310.0,3.0,63.25,Satara Road,3,48.282442748091604
8877,2 BHK,1495.0,2.0,78.0,Satara Road,2,52.17391304347826
8878,4 BHK,2872.0,4.0,183.0,Satara Road,4,63.71866295264624
8882,2 BHK,1205.0,2.0,66.0,Senapati Bapat Road,2,54.77178423236514
8885,3 BHK,1100.0,2.0,58.0,Senapati Bapat Road,3,52.72727272727273
8886,3 BHK,2280.0,4.0,126.0,Senapati Bapat Road,3,55.26315789473684
8887,3 BHK,1691.0,3.0,113.0,Senapati Bapat Road,3,66.82436428149025
8888,1 BHK,400.0,1.0,11.0,Senapati Bapat Road,1,27.5
8890,2 BHK,1357.0,2.0,115.0,Senapati Bapat Road,2,84.7457627118644
8891,3 BHK,1621.0,4.0,130.0,Senapati Bapat Road,3,80.19740900678593
8893,2 BHK,982.0,2.0,47.65,Senapati Bapat Road,2,48.52342158859471
8894,2 BHK,1694.0,2.0,125.0,Senapati Bapat Road,2,73.78984651711924
8895,4 BHK,3430.0,6.0,228.5,Senapati Bapat Road,4,66.61807580174927
8896,2 BHK,1125.0,2.0,62.0,Senapati Bapat Road,2,55.111111111111114
8897,3 BHK,2160.0,4.0,172.0,Senapati Bapat Road,3,79.62962962962963
8898,3 BHK,1699.0,3.0,97.0,Senapati Bapat Road,3,57.092407298410826
8899,4 BHK,3067.0,4.0,230.0,Senapati Bapat Road,4,74.99184871209651
8900,2 BHK,1200.0,2.0,78.0,Senapati Bapat Road,2,65.0
8903,3 BHK,1374.0,2.0,72.0,Senapati Bapat Road,3,52.40174672489083
8906,2 BHK,900.0,2.0,45.0,Senapati Bapat Road,2,50.0
8907,4 Bedroom,3385.0,4.0,260.0,Senapati Bapat Road,4,76.80945347119645
8908,2 Bedroom,1200.0,2.0,79.0,Senapati Bapat Road,2,65.83333333333333
8911,4 BHK,1884.0,4.0,120.0,Senapati Bapat Road,4,63.69426751592356
8912,2 BHK,726.0,2.0,35.0,Senapati Bapat Road,2,48.209366391184574
8913,2 BHK,937.0,2.0,44.0,Senapati Bapat Road,2,46.95837780149413
8914,3 BHK,2372.0,3.0,140.0,Senapati Bapat Road,3,59.02192242833052
8915,4 BHK,3900.0,5.0,360.0,Senapati Bapat Road,4,92.3076923076923
8919,2 BHK,950.0,2.0,45.68,Senapati Bapat Road,2,48.084210526315786
8920,3 Bedroom,2400.0,3.0,190.0,Senapati Bapat Road,3,79.16666666666667
8921,3 BHK,1750.0,3.0,99.0,Senapati Bapat Road,3,56.57142857142857
8922,2 BHK,1090.0,2.0,59.8,Senapati Bapat Road,2,54.862385321100916
8923,2 BHK,1004.0,2.0,49.0,Senapati Bapat Road,2,48.80478087649402
8924,2 BHK,1339.0,2.0,71.5,Senapati Bapat Road,2,53.398058252427184
8926,3 Bedroom,1200.0,3.0,70.0,Senapati Bapat Road,3,58.333333333333336
8929,2 BHK,1026.0,2.0,49.95,Senapati Bapat Road,2,48.68421052631579
8934,2 BHK,1020.0,2.0,48.0,Senapati Bapat Road,2,47.05882352941177
8937,1 BHK,700.0,1.0,38.0,Senapati Bapat Road,1,54.285714285714285
8938,2 BHK,1150.0,2.0,58.0,Senapati Bapat Road,2,50.43478260869565
8939,3 BHK,1385.0,2.0,68.5,Senapati Bapat Road,3,49.458483754512635
8941,3 BHK,1395.0,3.0,82.0,Senapati Bapat Road,3,58.78136200716846
8942,2 BHK,1160.0,2.0,49.0,Senapati Bapat Road,2,42.241379310344826
8944,2 BHK,1200.0,2.0,52.0,Senapati Bapat Road,2,43.333333333333336
8945,3 BHK,1533.0,3.0,98.18,Senapati Bapat Road,3,64.044357469015
8947,3 BHK,1697.0,3.0,110.0,Senapati Bapat Road,3,64.82027106658809
8948,3 BHK,1284.0,2.0,75.0,Senapati Bapat Road,3,58.41121495327103
8949,2 BHK,1200.0,2.0,60.0,Senapati Bapat Road,2,50.0
8950,2 Bedroom,780.0,2.0,72.0,Senapati Bapat Road,2,92.3076923076923
8951,2 BHK,1000.0,2.0,48.0,Senapati Bapat Road,2,48.0
8953,1 BHK,666.0,1.0,36.8,Senapati Bapat Road,1,55.25525525525526
8954,1 BHK,460.0,1.0,13.0,Senapati Bapat Road,1,28.26086956521739
8955,2 BHK,1181.0,2.0,57.0,Senapati Bapat Road,2,48.26418289585097
8957,1 BHK,450.0,1.0,15.0,Senapati Bapat Road,1,33.333333333333336
8958,3 BHK,1365.0,3.0,76.18,Senapati Bapat Road,3,55.80952380952381
8959,3 BHK,1609.0,3.0,115.0,Senapati Bapat Road,3,71.47296457426974
8960,3 BHK,1680.0,3.0,125.0,Senapati Bapat Road,3,74.4047619047619
8961,2 BHK,1115.0,2.0,50.0,Senapati Bapat Road,2,44.84304932735426
8962,3 BHK,1757.0,3.0,98.0,Senapati Bapat Road,3,55.776892430278885
8965,5 BHK,5384.0,5.0,420.0,Senapati Bapat Road,5,78.00891530460625
8966,2 BHK,1100.0,2.0,48.0,Senapati Bapat Road,2,43.63636363636363
8967,2 BHK,1250.0,2.0,55.0,Senapati Bapat Road,2,44.0
8968,3 BHK,1254.0,2.0,70.0,Senapati Bapat Road,3,55.8213716108453
8969,3 BHK,1157.0,2.0,72.0,Senapati Bapat Road,3,62.22990492653414
8970,1 BHK,612.5,1.0,27.565,Senapati Bapat Road,1,45.00408163265306
8973,4 BHK,3000.0,4.0,235.0,Senapati Bapat Road,4,78.33333333333333
8974,2 BHK,1346.0,2.0,74.03,Senapati Bapat Road,2,55.0
8975,3 BHK,1990.0,3.0,98.0,Senapati Bapat Road,3,49.246231155778894
8976,2 BHK,1102.0,2.0,53.67,Senapati Bapat Road,2,48.70235934664247
8977,3 BHK,1222.0,2.0,68.0,Senapati Bapat Road,3,55.64648117839607
8978,2 BHK,1135.0,2.0,58.0,Senapati Bapat Road,2,51.10132158590309
8979,2 BHK,1277.0,2.0,77.0,Senapati Bapat Road,2,60.29757243539546
8981,3 BHK,1639.5,3.0,92.63,Senapati Bapat Road,3,56.49893260140286
8982,2 BHK,760.0,2.0,37.49,Senapati Bapat Road,2,49.328947368421055
8983,2 BHK,1220.0,2.0,89.0,Senapati Bapat Road,2,72.95081967213115
8984,1 BHK,675.0,1.0,35.0,Senapati Bapat Road,1,51.851851851851855
8985,3 Bedroom,1750.0,3.0,120.0,Senapati Bapat Road,3,68.57142857142857
8986,3 BHK,1920.0,3.0,122.0,Senapati Bapat Road,3,63.541666666666664
8987,3 BHK,1400.0,2.0,78.0,Senapati Bapat Road,3,55.714285714285715
8991,2 BHK,1314.0,2.0,80.0,Senapati Bapat Road,2,60.882800608828006
8994,3 BHK,1500.0,2.0,82.0,Senapati Bapat Road,3,54.666666666666664
8996,3 BHK,2215.0,4.0,152.0,Senapati Bapat Road,3,68.62302483069978
8997,6 Bedroom,4400.0,6.0,250.0,Shaniwar Peth,6,56.81818181818182
8998,3 Bedroom,1500.0,3.0,100.0,Shaniwar Peth,3,66.66666666666667
8999,3 BHK,1868.0,3.0,131.0,Shaniwar Peth,3,70.12847965738759
9000,2 BHK,1075.0,2.0,60.0,Shaniwar Peth,2,55.81395348837209
9001,2 BHK,1020.0,2.0,63.0,Shaniwar Peth,2,61.76470588235294
9002,4 Bedroom,1780.0,4.0,175.0,Shaniwar Peth,4,98.31460674157303
9004,2 BHK,1341.0,2.0,97.0,Shaniwar Peth,2,72.33407904548844
9006,2 BHK,1047.0,2.0,82.0,Shaniwar Peth,2,78.31900668576887
9008,3 Bedroom,1200.0,3.0,68.4,Shaniwar Peth,3,57.0
9009,3 BHK,1610.0,3.0,90.0,Shaniwar Peth,3,55.900621118012424
9010,2 BHK,1700.0,2.0,150.0,Shaniwar Peth,2,88.23529411764706
9011,2 BHK,1100.0,2.0,37.1,Shaniwar Peth,2,33.72727272727273
9012,4 Bedroom,2200.0,4.0,235.0,Shaniwar Peth,4,106.81818181818181
9013,2 BHK,1296.0,2.0,75.0,Shaniwar Peth,2,57.870370370370374
9014,2 Bedroom,1200.0,2.0,67.0,Shaniwar Peth,2,55.833333333333336
9016,2 BHK,1161.0,2.0,55.15,Shaniwar Peth,2,47.502153316106806
9017,3 BHK,1929.0,4.0,103.0,Shaniwar Peth,3,53.395541731467084
9018,2 BHK,1233.0,2.0,77.65,Shaniwar Peth,2,62.9764801297648
9019,2 BHK,1060.0,2.0,55.0,Shaniwar Peth,2,51.886792452830186
9021,2 BHK,1065.0,2.0,50.0,Shaniwar Peth,2,46.948356807511736
9022,3 BHK,1754.0,3.0,124.0,Shaniwar Peth,3,70.69555302166476
9023,2 BHK,1150.0,2.0,54.0,Shaniwar Peth,2,46.95652173913044
9024,2 BHK,1420.0,2.0,99.39,Shaniwar Peth,2,69.99295774647888
9025,2 BHK,1105.0,2.0,49.73,Shaniwar Peth,2,45.00452488687783
9026,1 BHK,794.0,1.0,60.0,Shaniwar Peth,1,75.56675062972292
9027,3 BHK,1700.0,3.0,90.0,Shaniwar Peth,3,52.94117647058823
9028,3 BHK,1370.0,2.0,75.0,Shaniwar Peth,3,54.74452554744526
9030,4 BHK,1700.0,4.0,108.0,Shaniwar Peth,4,63.529411764705884
9031,2 BHK,1110.0,2.0,40.0,Shaniwar Peth,2,36.03603603603604
9032,3 Bedroom,1500.0,3.0,149.0,Shaniwar Peth,3,99.33333333333333
9033,2 BHK,1075.0,2.0,60.0,Shaniwar Peth,2,55.81395348837209
9034,2 BHK,1200.0,2.0,58.0,Shaniwar Peth,2,48.333333333333336
9035,2 BHK,1115.0,2.0,40.0,Shaniwar Peth,2,35.874439461883405
9036,3 BHK,1594.0,3.0,125.0,Shaniwar Peth,3,78.41907151819322
9037,2 BHK,1100.0,2.0,49.0,Shaniwar Peth,2,44.54545454545455
9038,1 BHK,645.0,1.0,16.45,Shaniwar Peth,1,25.503875968992247
9039,2 BHK,1143.0,2.0,55.0,Shaniwar Peth,2,48.118985126859144
9040,3 BHK,1922.0,3.0,106.0,Shaniwar Peth,3,55.15088449531738
9041,2 BHK,1295.0,2.0,95.0,Shaniwar Peth,2,73.35907335907336
9042,2 BHK,940.0,2.0,49.0,Shaniwar Peth,2,52.12765957446808
9043,2 BHK,938.0,2.0,35.0,Shaniwar Peth,2,37.3134328358209
9046,4 Bedroom,1200.0,3.0,110.0,Shaniwar Peth,4,91.66666666666667
9047,2 BHK,1128.0,2.0,65.7,Shaniwar Peth,2,58.244680851063826
9048,3 BHK,2000.0,3.0,145.0,Shaniwar Peth,3,72.5
9049,2 BHK,1277.0,2.0,59.0,Shaniwar Peth,2,46.20203602192639
9051,5 Bedroom,2400.0,5.0,285.0,Shaniwar Peth,5,118.75
9052,2 BHK,929.0,2.0,56.0,Shaniwar Peth,2,60.279870828848225
9053,3 BHK,1678.0,3.0,92.13,Shaniwar Peth,3,54.904648390941595
9054,2 BHK,1198.0,2.0,54.0,Shaniwar Peth,2,45.075125208681136
